id_post,content,post_date,sentiment,share,source_division,title,total_comment,url,username,id_status
24,"[CG -HN] Công ty Cổ phần BlueCo Toàn Cầu tuyển fresher, thực tập sinh Java. KHÔNG yêu cầu kinh nghiệm Chấp nhận sinh viên mới ra trường hoặc sinh viên năm cuối Hỗ trợ 3-5M/ tháng Hỗ trợ dấu thưc tập Môi trường năng động, Sếp thoải mái Nhiều cơ hội phát triển Có cơ hội gắn bó lâu dài với Công ty Mọi thông tin quan tâm ib mình nhé.",11-10-2022 14:17,,1,1,"[CG -HN] Công ty Cổ phần BlueCo Toàn Cầu tuyển fresher, thực tập sinh Java.",57,https://www.facebook.com/groups/174764463261090/posts/1320710578666467/?__cft__[0]=AZV716ajw2cqJG4jKjg_SpO89oAm_FkS3yEEVRNkugG7iOSbj3fPHidHtzzUQYVeedK7L3UagkU1FZmLi-1HUZN0qfzXYLjY8gXlIWzSJagN8BDeR10W4cHgHuPy8bnYdyQEPyVk9w24Dj5jXank8hQu&__tn__=%2CO%2CP-R,Nguyễn Nhung,1420
25, [FPT SOFTWARE] Tuyển dụng #Fresher  Đào tạo lại từ đầu không yêu cầu kinh nghiệm  hỗ trợ lương 5M- 7M/tháng  sau 3 tháng đào tạo lương 10M-15M Tuyển dụng #Senior #junior các job với mức lương 15M - 35M  Các bạn quan tâm ib  Gửi CV về email minhit.hnue@gmail.com nha ,2-10-2021 20:34,,8,1, [FPT SOFTWARE],229,https://www.facebook.com/groups/174764463261090/posts/1068749983862529/?__cft__[0]=AZXmr2Getskk7XhBfuFHnHTIU45dwEKG9Row18qBrFVDz5wVAgrlro9-NRwQAHWXIKbVzQ8BAHUiFfgArJ78bKBTS-6Vv1QblqFlaDb1QVne1ouagu76LApfdqKOfrYFupmLJ-8tVsUeXxWS-HAerP_m&__tn__=%2CO%2CP-R,Hoàng Minh,1477
26,"Xin phép admin!! [FPT SoftWare HN - ĐN] Tìm kiếm fresher Tháng 10 #Fresher Đào tạo từ đầu hỗ trợ 5-9m/tháng Vi trí: .NET Java Auto Test Embedded - Không yêu cầu ứng viên có kinh nghiệm làm việc ngoài, chỉ cần có kinh nghiệm tham gia dự án trong lúc đi học. - Đào tạo lại từ đầu, - PV 1 vòng duy nhất, Sau 3 tháng đào tạo offer 10-15m! #Senior #Junior full các job với offer upto 1k -1k5 Apply gửi CV về nguyenthanhtra07092004@gmail.com Tiêu đề [Họ Tên]-[Vị trí apply]",16-9-2022 18:03,,3,1,Xin phép admin!!,78,https://www.facebook.com/groups/174764463261090/posts/1300493280688197/?__cft__[0]=AZWeVS1iCm_p_369i9lonJNXieSUI6uT4u5mPRmaMvefisz96pNcuKSZIu-IuwOMEm0Og73rCN3d3-mi4tNbg1I-uxtr4COUvZHVprXn39vxFw9LyhcmfQzjDUFBTgLtzzWy_isa-eH36a6U0ESNaX-c&__tn__=%2CO%2CP-R,Nguyễn Thanh Trà,1490
27,"[Xuân La - Hà Nội] VHV THÔNG BÁO TUYỂN DỤNG INTERN/ FRESHER 1. Back-end PHP 2. BA 3. Tester Quyền lợi khi trở thành thành viên VHV: Mức lương hấp dẫn, thưởng hàng tháng, thưởng doanh thu. thưởng lễ Tết, thưởng sinh nhật công ty,... Intern: 4-8M/tháng+ dấu xác nhận TT Fresher: upto 15M+ thưởng dự án Review lương 2 lần/năm Tham gia vào các hoạt động của công ty: du xuân, du lịch hè, teambuilding, sinh nhật, khám sức khỏe định kỳ, các CLB bóng đá, chạy bộ, đọc sách,... Cùng rất nhiều chế độ đãi ngộ hấp dẫn khác —----------- CV vui lòng gửi về: Phuongnt2@vhv.vn hoặc inb để nhận JD trực tiếp",14-9-2022 19:52,,2,1,[Xuân La - Hà Nội] VHV THÔNG BÁO TUYỂN DỤNG INTERN/ FRESHER,47,https://www.facebook.com/groups/174764463261090/posts/1299646127439579/?__cft__[0]=AZV0ef4BDGDzgB9LRyONveP3MzR8o8FP5kBFy0aCbA_a0r2HCGuIG7b2YznqTF65YTfiOUA3eWK8N5vSuNXmcJWaAgWSMIYvXbOMJUOq7RQRJlnR7DCmJUrbnR24A11TradymD_-tRbgtsRTbO6fSxBT&__tn__=%2CO%2CP-R,Nguyễn Phương,1559
28,"Tokyo Tech Lab tuyển dụng Thực tập sinh, Fresher 1 vòng phỏng vấn Fresher NodeJS/Python (5 bạn) mức lương cạnh tranh Thực tập NodeJS (10 bạn) Thực tập Python (10 bạn) Thực tập Tester (5 bạn) ưu tiên fulltime Quyền lợi: Hỗ trợ lương TTS, dấu TT, benifit khác (free gửi xe, hoa quả, bánh ăn hàng ngày hàng giờ, liên hoan tuần, tháng,...) Có cơ hội trở thành nhân viên chính thức với mức lương cạnh tranh và chế độ đãi ngộ tốt Môi trường làm việc trẻ, năng động đầy nhiệt huyết Tham gia các hoạt động khác như: team building, game, du lịch trong và ngoài nước,… Yêu cầu: Sinh viên năm 3, 4, chuẩn bị tốt nghiệp, hoặc mới tốt nghiệp Có thể làm việc ít nhất 20h/tuần (T2-T6), ưu tiên fulltime Có kiến thức cơ bản Có tư duy logic, thái độ cầu tiến, chăm chỉ Nhanh tay gửi chiếc CV để nhận tư vấn nhiệt tình nhé Gửi CV về Email: hr@tokyotechlab.com Tòa CT3 - E4 Yên Hòa Park View, số 3 Vũ Phạm Hàm, P.Yên Hòa, Q.Cầu Giấy, TP. Hà Nội",5-8-2022 03:04,,1,1,"Tokyo Tech Lab tuyển dụng Thực tập sinh, Fresher 1 vòng phỏng vấn",25,https://www.facebook.com/groups/174764463261090/posts/1272024960201696/?__cft__[0]=AZVpL25fy_ZsK8k3_HzfCDQY5HDwIq198-ukDKGx_XmbNqTxFOauQDOxSprKKJlq4YDw7QMeDzQmXfWVNvsVYYIIe2cJnTiopDpipEny61FjAq7N-hZcQWfpoVvK9TQiFiQnTnglH8PqKP4oBjbBPyWo&__tn__=%2CO%2CP-R,Lan Beo,1580
29,"Tokyo Tech Lab tuyển dụng Thực tập sinh, Fresher 1 vòng phỏng vấn Fresher NodeJS/Python (5 bạn) mức lương cạnh tranh Thực tập NodeJS (10 bạn) Thực tập Python (10 bạn) Thực tập Tester (5 bạn) ưu tiên fulltime Quyền lợi: Hỗ trợ lương TTS, dấu TT, benifit khác (free gửi xe, hoa quả, bánh ăn hàng ngày hàng giờ, liên hoan tuần, tháng,...) Có cơ hội trở thành nhân viên chính thức với mức lương cạnh tranh và chế độ đãi ngộ tốt Môi trường làm việc trẻ, năng động đầy nhiệt huyết Tham gia các hoạt động khác như: team building, game, du lịch trong và ngoài nước,… Yêu cầu: Sinh viên năm 3, 4, chuẩn bị tốt nghiệp, hoặc mới tốt nghiệp Có thể làm việc ít nhất 20h/tuần (T2-T6), ưu tiên fulltime Có kiến thức cơ bản Có tư duy logic, thái độ cầu tiến, chăm chỉ Nhanh tay gửi chiếc CV để nhận tư vấn nhiệt tình nhé Gửi CV về Email: hr@tokyotechlab.com Tòa CT3 - E4 Yên Hòa Park View, số 3 Vũ Phạm Hàm, P.Yên Hòa, Q.Cầu Giấy, TP. Hà Nội",,,1,1,"Tokyo Tech Lab tuyển dụng Thực tập sinh, Fresher 1 vòng phỏng vấn",25,https://www.facebook.com/groups/174764463261090/posts/1272024960201696/?__cft__[0]=AZVpL25fy_ZsK8k3_HzfCDQY5HDwIq198-ukDKGx_XmbNqTxFOauQDOxSprKKJlq4YDw7QMeDzQmXfWVNvsVYYIIe2cJnTiopDpipEny61FjAq7N-hZcQWfpoVvK9TQiFiQnTnglH8PqKP4oBjbBPyWo&__tn__=%2CO%2CP-R,Lan Beo,1602
30,"  Tuyển dụng Intern/Fresher PHP không yêu cầu kinh nghiệm, Hỗ trợ lương cho Intern. CV gửi về thuhoa794@gmail.com",,,1,1,,40,https://www.facebook.com/groups/174764463261090/posts/1309491756455016/?__cft__[0]=AZUpgI8vCJeuefQXf_7l-QAF5ypq5Jb6P2_EsQik4_DD6JD31nSCW1GH8hCr3yZdWAY2GS0KO0rsP2E4GoDF2cifKEa0_-in2gGjSRsVA-HxB8fH-YgfNET72WdNwhMncKY1EYoAxQ3L13wACMila8eC&__tn__=%2CO%2CP-R,Thu Hương,1624
31,"[Cầu Giấy - HN] Tuyển Intern/Fresher các vị trí: 5 ReactJS 5 VueJS 5 PHP laravel 2 Flutter Đãi ngộ: Upto 10 M. Được cung cấp thiết bị làm việc. Có cơ hội trở thành NV chính thức Yêu cầu: Có kiến thức về vị trí ứng tuyển Nhanh nhẹn, chăm chỉ, ham học hỏi. Có mong muốn gắn bó lâu dài. Thời gian làm việc: Thứ Hai - Thứ Sáu Ib nhận JD chi tiết hoặc gửi CV qua mail: hr@ninasoft.vn",5-8-2022 03:06,,2,1,[Cầu Giấy - HN] Tuyển Intern/Fresher các vị trí:,67,https://www.facebook.com/groups/174764463261090/posts/1271759673561558/?__cft__[0]=AZVCheCo65j4NQ83onWS2tdei8AAseHZ1lf5wiI8-u6yRFSGq6uOefMrikdRQO03E84bV1HtJ_c6FhkmldRXZx_BRP3HHA3vQdWnvwBYsZAFnzBitQs6IA2ggUKhvTWL6GLyjiT19EMqTQsQl6yPCMvR&__tn__=%2CO%2CP-R,HR Ninasoft,1654
32,"[HN] FPT Software tìm kiếm 20 FRESHER CLOUD ENGINEER  Đào tạo không yêu cầu kinh nghiệm, được nhận hỗ trợ 5-8M/ tháng  Sau đào tạo offer mức lương 12-15M/ tháng Hỗ trợ dấu thực tập Bạn cần gì để ứng tuyển Fresher CLOUD ENGINEER ? - Có kiến thức về Cloud Computing, các hệ điều hành Linux/Window - Khả năng tiếng anh khá",27-9-2022 15:28,,0,1,[HN] FPT Software tìm kiếm 20 FRESHER CLOUD ENGINEER,17,https://www.facebook.com/groups/174764463261090/posts/1309215733149285/?__cft__[0]=AZXtUyM5fWJT2nfDk4G-tO-Ahv_8Jo9bIQLCWPj_6vaE8XTouwQSqCDAZiWzOl1xyEnsNdQpchlThn99iaG4oZS3l9cxswNK5h9l21SY8FLbj0wzvMbtkIQ5oOQ_EYnJnvMkptM4OSRbK4z8qErsbInU&__tn__=%2CO%2CP-R,Vũ Đăng Tình,1715
33,"[FPT SOFTWARE HÀ NỘI] CHIÊU MỘ FRESHER JAVA ĐÀO TẠO MIỄN PHÍ BẰNG TIẾNG NHẬT 1. Yêu cầu • Tham gia đào tạo fulltime từ thứ 2 - thứ 6 • Có kiến thức cơ bản về ngôn ngữ lập trình Javacore, OOP và SQL Server • Tiếng Nhật N4+ hoặc giao tiếp khá • Có định hướng làm việc onsite tại Nhật Bản 2. Quyền lợi • Trợ cấp đào tạo 7-8,4M/tháng • Được training miễn phí cả về Technical và tiếng Nhật (hỗ trợ thi chứng chỉ JLPT) • Tham gia làm việc tại Nhật Bản sau chương trình đào tạo • Thu Nhật khi onsite lên đến 700M/năm -------------------------------------",6-10-2022 20:33,,0,1,[FPT SOFTWARE HÀ NỘI] CHIÊU MỘ FRESHER JAVA ĐÀO TẠO MIỄN PHÍ BẰNG TIẾNG NHẬT,5,https://www.facebook.com/groups/174764463261090/posts/1316576515746540/?__cft__[0]=AZW0HvQPxdfcI_sYHJtiWxu13Mv2sZshZb-CdShcYpsCJNZl8j6CWtaQKDZOgHWe_KbbEMdgR_Jy5p2kF3ciTb25H7ql80LTwMx2mWrtokBDhs4arzNBEWj221PJUfsb1KcQopzysZASzxIlH4jQKJUu&__tn__=%2CO%2CP-R,Phương Minh,1722
34,"(HN) Evotek tuyển dụng Java, .Net, React Native Intern/Fresher. Phụ cấp 3-8M cho TTS Fresher up to 15M.  Benefits: - Leader dày dặn kinh nghiệm - Cơ hội lên chính thức sau 2-3 tháng - Môi trường trẻ, năng động - Review lương 2 lần/năm các level Junior - Senior - Review lương 4 lần/năm các level TTS - Fresher - Quỹ du lịch Teambuilding 2 lần/năm - Thưởng sinh nhật, hiếu hỷ, lễ tết, 8/3, 20/10,... - CLb bóng đá, giao lưu hàng tuần - Phúc lợi tốt cho nhân viên và gia đình: BHXH, Gói BH sức khoẻ cao cấp Bảo Việt, quà tặng sinh nhật cho gia đình,... Contact mình để nhận Jd nhé.  CV gửi về: hang.nguyenthanh@evotek.vn Địa chỉ:",4-8-2022 08:59,,0,1,(HN),26,https://www.facebook.com/groups/174764463261090/posts/1271253583612167/?__cft__[0]=AZVpmD50fKnSXC49Gn-DT8_vmdN6qfO0NEBLvQvxj7GXDxpD_kukbuCT7cNlnbz0uYgWSU7Xjs41gaO1OXurOfXlAZ_jO5gXkAf6kakzdFLob_5PvvIdEVQHO8swBWYJQjj7o68bODHSUrY5kNBCOswZ&__tn__=%2CO%2CP-R,Thanh Hằng,1725
35,"Xin phép admin!! Tìm kiếm fresher Tháng 8 #Fresher Đào tạo từ đầu hỗ trợ 6-8m/tháng Vi trí: +Java +C#/.NET, + Auto test, +Embedded, +C++ Không yêu cầu kinh nghiệm đào tạo từ đầu 1 vòng pv online duy nhất Sau 3 tháng đào tạo offer 10-15m! #Senior #Junior full các job với offer upto 35m! Apply gửi Cv về sknth711@gmail.com.Tiêu đề [Họ Tên]-[Vị trí apply]",,,6,1,Xin phép admin!!,131,https://www.facebook.com/groups/174764463261090/posts/1261571147913744/?__cft__[0]=AZWiAk9rfxpQ9pwJzTpS405ZvzAdyztng4Ls2N_awTBA6T6s9l7Oiqk-3z0omrL2Bjgg2vICAcdAP9p5KbQISrFj0v7JqO0zlfJQT5UFcxrJqzX2MMRZQmUeGdNXX7JB4gv2Nfpgs2ZWoqOWhB1Tk1h5&__tn__=%2CO%2CP-R,Nguyễn Trung Hiếu,1751
36,"[HN] BÊN MÌNH VẪN OPEN 2 VỊ TRÍ FRESHER/JUNIOR #FRONTEND Ưu tiên các bạn từ các trường ĐH chuyên ngành IT hoặc liên quan Đã có từ 4-6 tháng làm Frontend, có thể chuyển sang làm Angular Ưu tiên đi làm được sớm Phỏng vấn online Làm việc từ thứ 2 đến thứ 6 Lương: 13M-18M. Ko thử việc, nhận full quyền lợi từ ngày đầu đi làm Được tham gia dự án thực tế, chuyên sâu, được đào tạo, làm việc trong môi trường bài bản, chuyên nghiệp ------ Cả nhà ib mình gửi JD nhé ạ",6-10-2022 15:40,,1,1,[HN] BÊN MÌNH VẪN OPEN 2 VỊ TRÍ FRESHER/JUNIOR #FRONTEND,15,https://www.facebook.com/groups/174764463261090/posts/1316479039089621/?__cft__[0]=AZVMqU9j85bwuhj54TQ8F0J6ApZQAcGIFATC4CsTBHqQQp2hGuvweG75O-tkQ8VMy5Eu6ya-LnkK8A5aYUcQD28I9C9t0Ix2VEaLNPKVYnN6cmEjWpqebOuYWXREeCvMnREUNZzFOGTlGhaxfAwDZkXd&__tn__=%2CO%2CP-R,Nguyễn Hằng,1762
37,"[Thủ Đức - HCM] Fresher Frontend, Backend và Mobile Engineer Hi all, Tego Global đang tìm các bạn fresher như sau: - Frontend Engineer (React, Vue, Angular) - Backend Engineer (Java, Node, Ruby, Python) - Mobile Engineer (React Native) Số lượng tuyển: 2 Frontend, 3 Backend, 2 Mobile Yêu cầu: giao tiếp tiếng anh được, không cần lưu loát nhưng có thể hiểu và phản hồi câu hỏi đủ ý. Mức lương dao động từ 8tr - 12tr NET - Nơi làm việc: Thủ Đức, HCM - Phúc lợi: o Lương tháng 13 o Review tăng lương 2 lần 1 năm o Phụ cấp giữ xe, cơm trưa tại văn phòng o CLB thể thao o Quà tặng các ngày lễ lớn o BHXH, BHYT đầy đủ Các bạn quan tâm vui lòng INBOX hoặc Skype: live:.cid.f32dc2753770f32e Mail: nlt.ngan@tego.global",26-9-2022 21:38,,0,1,"[Thủ Đức - HCM] Fresher Frontend, Backend và Mobile Engineer",23,https://www.facebook.com/groups/174764463261090/posts/1308600083210850/?__cft__[0]=AZUZixSbjZYMdWm21fNeiBUYnius7jAL-UgjW-c2Chd08k4kMcwJ_gg1ag9XPFOf_p3gW5opGGK8ht2WzAO4UJkbg6Y1mfWXYA1p7hQk_iNe0bHEPgiMlPzZvE74nSGY8uFiXs20E3Om_zFYMSf625kUX3kiEYVW-rlIVqJmQzFuKQ&__tn__=%2CO%2CP-R,Ngân Lê,1772
38,"(HN) Evotek tuyển dụng Java, .Net, React Native Intern/Fresher. Phụ cấp 3-8M cho TTS Fresher up to 15M.  Benefits: - Leader dày dặn kinh nghiệm - Cơ hội lên chính thức sau 2-3 tháng - Môi trường trẻ, năng động - Review lương 2 lần/năm các level Junior - Senior - Review lương 4 lần/năm các level TTS - Fresher - Quỹ du lịch Teambuilding 2 lần/năm - Thưởng sinh nhật, hiếu hỷ, lễ tết, 8/3, 20/10,... - CLb bóng đá, giao lưu hàng tuần - Phúc lợi tốt cho nhân viên và gia đình: BHXH, Gói BH sức khoẻ cao cấp Bảo Việt, quà tặng sinh nhật cho gia đình,... Contact mình để nhận Jd nhé.  CV gửi về: hang.nguyenthanh@evotek.vn Địa chỉ:",4-8-2022 08:59,,0,1,(HN),26,https://www.facebook.com/groups/174764463261090/posts/1271253583612167/?__cft__[0]=AZVpmD50fKnSXC49Gn-DT8_vmdN6qfO0NEBLvQvxj7GXDxpD_kukbuCT7cNlnbz0uYgWSU7Xjs41gaO1OXurOfXlAZ_jO5gXkAf6kakzdFLob_5PvvIdEVQHO8swBWYJQjj7o68bODHSUrY5kNBCOswZ&__tn__=%2CO%2CP-R,Thanh Hằng,1795
39,"[HÀ NỘI] VCMEDIA TUYỂN DỤNG INTERN/ FRESHER CÁC VỊ TRÍ Back- End PHP AI BA Yêu cầu nho nhỏ: Intern: Đang là sinh viên năm cuối hoặc tốt nghiệp chuyên ngành CNTT hoặc những chuyên ngành khác có liên quan Fresher: có tối thiểu 06 tháng kinh nghiệm làm việc ở vị trí tương đương Nắm vững kiến thức cơ bản về lập trình Có thể làm việc fulltime Quyền lợi: Intern: Hỗ trợ 4-8M/tháng+ Dấu xác nhận Fresher: upto 20M/tháng+ bonus dự án Sau 2-3 tháng đào tạo sẽ được cân nhắc lên NV chính thức Môi trường làm việc trẻ trung, năng động, lộ trình thăng tiến rõ ràng. Được các leader trực tiếp hướng dẫn, cầm tay chỉ việc ----- Ứng tuyển gửi CV về mail: Phuongnt2@vhv.vn hoặc inb để nhận JD trực tiếp",,,1,1,[HÀ NỘI] VCMEDIA TUYỂN DỤNG INTERN/ FRESHER CÁC VỊ TRÍ,31,https://www.facebook.com/groups/174764463261090/posts/1279122156158643/?__cft__[0]=AZUvIIuW2cEJnSl3gLGTaORVRfls-HJBOGrUeg7Qnxe9q5hKdI0-9tnrHQInAukxdtlDqKh74HdpcHKCgtlc8PCcCEDE67GDk0uu2r0qgQAByGsrPaZueqEW3cNlPC860z7euudmaKmZd-4SSnZo_IFL&__tn__=%2CO%2CP-R,Nguyễn Phương,1821
40,"Gadget tuyển dụng Lập trình viên Mobile/NodeJS - Fresher/Intern Quyền lợi: - 4 triệu/tháng: Trình độ Intern (sau 2 tháng sẽ review lên Fresher) 7 triệu/tháng: Trình độ Fresher - Được hướng dẫn trực tiếp bởi Giám đốc điều hành - Được làm việc trong môi trường Startup năng động, sáng tạo - Sếp vui tính, đồng nghiệp đáng yêu - Du lịch hàng năm, teambuiding hàng tháng - Được hưởng đầy đủ các chế độ theo quy định của Nhà nước, review và tăng lương theo năng lực Yêu cầu: - Có laptop cá nhân - Nghiêm túc, chăm chỉ, nhiệt tình với công việc - Tư duy tốt, ham học hỏi, chủ động trong công việc Địa điểm làm việc: Hà Nội hoặc TP Hồ Chí Minh Các bạn quan tâm vui lòng inbox mình.",22-7-2022 16:10,,3,1,Gadget tuyển dụng Lập trình viên Mobile/NodeJS,85,https://www.facebook.com/groups/174764463261090/posts/1263461531058039/?__cft__[0]=AZXxaDn9MYYeNXOk1uSv3v8YTgj8i6FOpM98SkWAjL0pNdNWXKPc7SZidJOVpqacZtEh1bbFRPALVCBxXfINnz5sGVWyzDFf5YYEfdn2JG3WqgerSpMU2-aSgpqLZR9ajx8k8-0p1PBDwi5N7-0JOoYw&__tn__=%2CO%2CP-R,Ngọc Hiền,1853
41,"[Thủ Đức - HCM] Fresher Frontend, Backend và Mobile Engineer Hi all, Tego Global đang tìm các bạn fresher như sau: - Frontend Engineer (React, Vue, Angular) - Backend Engineer (Java, Node, Ruby, Python) - Mobile Engineer (React Native) Số lượng tuyển: 2 Frontend, 3 Backend, 2 Mobile Yêu cầu: giao tiếp tiếng anh được, không cần lưu loát nhưng có thể hiểu và phản hồi câu hỏi đủ ý. Mức lương dao động từ 8tr - 12tr NET - Nơi làm việc: Thủ Đức, HCM - Phúc lợi: o Lương tháng 13 o Review tăng lương 2 lần 1 năm o Phụ cấp giữ xe, cơm trưa tại văn phòng o CLB thể thao o Quà tặng các ngày lễ lớn o BHXH, BHYT đầy đủ Các bạn quan tâm vui lòng INBOX hoặc Skype: live:.cid.f32dc2753770f32e Mail: nlt.ngan@tego.global",,,0,1,"[Thủ Đức - HCM] Fresher Frontend, Backend và Mobile Engineer",23,https://www.facebook.com/groups/174764463261090/posts/1308600083210850/?__cft__[0]=AZVV7vlqkidL0MHNynlgadKXqhqMTmkxlt3MO0spksd0KzSJ_cftU5tmL100mpilc2JzhUehM4LI4cT9bfmo1b16WJmU4lqIrzahMf9nIKK8a9HRCUy6WufXYLX6YrgpvmS235bTfbSJG_jW9HYn1-TPleQSSPWSDzSxK56tjMq2FA&__tn__=%2CO%2CP-R,Ngân Lê,1934
42,"[HÀ NỘI] VCMEDIA TUYỂN DỤNG INTERN/ FRESHER CÁC VỊ TRÍ Back- End PHP AI BA Yêu cầu nho nhỏ: Intern: Đang là sinh viên năm cuối hoặc tốt nghiệp chuyên ngành CNTT hoặc những chuyên ngành khác có liên quan Fresher: có tối thiểu 06 tháng kinh nghiệm làm việc ở vị trí tương đương Nắm vững kiến thức cơ bản về lập trình Có thể làm việc fulltime Quyền lợi: Intern: Hỗ trợ 4-8M/tháng+ Dấu xác nhận Fresher: upto 20M/tháng+ bonus dự án Sau 2-3 tháng đào tạo sẽ được cân nhắc lên NV chính thức Môi trường làm việc trẻ trung, năng động, lộ trình thăng tiến rõ ràng. Được các leader trực tiếp hướng dẫn, cầm tay chỉ việc ----- Ứng tuyển gửi CV về mail: Phuongnt2@vhv.vn hoặc inb để nhận JD trực tiếp",15-8-2022 21:52,,1,1,[HÀ NỘI] VCMEDIA TUYỂN DỤNG INTERN/ FRESHER CÁC VỊ TRÍ,31,https://www.facebook.com/groups/174764463261090/posts/1279122156158643/?__cft__[0]=AZUvIIuW2cEJnSl3gLGTaORVRfls-HJBOGrUeg7Qnxe9q5hKdI0-9tnrHQInAukxdtlDqKh74HdpcHKCgtlc8PCcCEDE67GDk0uu2r0qgQAByGsrPaZueqEW3cNlPC860z7euudmaKmZd-4SSnZo_IFL&__tn__=%2CO%2CP-R,Nguyễn Phương,1957
43,"[HÀ NỘI] : TUYỂN DỤNG NHIỀU VỊ TRÍ Intern / Fresher: 1.REACTJS 2.LTV Python  3.PHP /Laravel  4.NodeJS 5. React Native  6. LTV Java Script 7. LTV Mobile 8. Tester (Tiếng Nhật)  Intern có trợ cấp  hàng tháng, có cơ hội làm Fulltime chính thức. Quan tâm ib m gửi jd từng vị trí nhé.",27-7-2022 10:28,,1,1,[HÀ NỘI] : TUYỂN DỤNG NHIỀU VỊ TRÍ Intern / Fresher:,128,https://www.facebook.com/groups/174764463261090/posts/1266446820759510/?__cft__[0]=AZXMQoHs8BzZjuSuqxvSpRVIydSTC2WTBCvU1mAyWtfdMUuBpplzfQEEoeYfu4xaBpcXG_YYmw8GvVxUkcWYW7B5OnLlqTEwlo-Fyw_crgjs2fWa9puUNPgtdhvRMBfRdYStO3Xbtb2FICQjueLJu51F&__tn__=%2CO%2CP-R,Dương Tr,1989
44,"[HÀ NỘI] : TUYỂN DỤNG NHIỀU VỊ TRÍ Intern / Fresher: 1.REACTJS 2.LTV Python  3.PHP /Laravel  4.NodeJS 5. React Native  6. LTV Java Script 7. LTV Mobile 8. Tester (Tiếng Nhật)  Intern có trợ cấp  hàng tháng, có cơ hội làm Fulltime chính thức. Quan tâm ib m gửi jd từng vị trí nhé.",27-7-2022 10:28,,1,1,[HÀ NỘI] : TUYỂN DỤNG NHIỀU VỊ TRÍ Intern / Fresher:,128,https://www.facebook.com/groups/174764463261090/posts/1266446820759510/?__cft__[0]=AZXMQoHs8BzZjuSuqxvSpRVIydSTC2WTBCvU1mAyWtfdMUuBpplzfQEEoeYfu4xaBpcXG_YYmw8GvVxUkcWYW7B5OnLlqTEwlo-Fyw_crgjs2fWa9puUNPgtdhvRMBfRdYStO3Xbtb2FICQjueLJu51F&__tn__=%2CO%2CP-R,Dương Tr,2115
45,"Tuyển dụng Fresher/Intern tại cả HN và HCM các mảng  GoLang/ Nodejs/ Reactjs /BE PHP/Java/ PHP/ React Native Quyền lợi: - Được đào tạo lý thuyết và on job training 1 - 3 tháng, trợ cấp up to 6 triệu/tháng - Được làm việc trong môi trường chuyên nghiệp, trẻ trung và năng động - Được tham gia vào các dự án lớn về thương mại điện tử, khách hàng quốc tế. - Có cơ hội trở thành nhân viên chính thức sau quá trình thực tập Yêu cầu: - Sinh viên năm 3, 4 hoặc đã tốt nghiệp ngành CNTT hoặc các ngành liên quan, xếp loại khá, giỏi. - Có thể tham dự đào tạo full-time - Tiếng Anh tốt hoặc có kết quả học tập tốt/ thành tích tốt sẽ có lợi thế đặc biệt. Các bạn quan tâm ib mình gửi JD nhé.",,,2,1,Tuyển dụng Fresher/Intern tại cả HN và HCM các mảng ,84,https://www.facebook.com/groups/174764463261090/posts/1267214424016083/?__cft__[0]=AZVjYFI0Ci8HKvWhI9SJV0avHFtgjDtRGR3rDdXjmBKWOrZibf54PnrrUF-TAiy1lNyhsDAbovYjVhkKkYPCp3YyWvssHtXNP93GcdEyAtKCUy1v5P7xjm44yovEQUyNakJqprMCzk4TDvjma8EbYdoM&__tn__=%2CO%2CP-R,Eiramy Hoang,2241
46,"LitCommerce cần tuyển 5 Fresher Python Developer fulltime - KHÔNG YC KINH NGHIỆM - ĐÀO TẠO TỪ ĐẦU Được đào tạo bài bản từ A-Z Có hỗ trợ 8.000.000-12.000.000đ/ tháng Chấp nhận sinh viên mới ra trường, chờ bằng, trái ngành Yêu cầu: tiếng Anh cơ bản, đã từng tìm hiểu về Python, có định hướng lập trình Web, app Địa chỉ làm việc: Tòa Lilama 10 - Tố Hữu - NTL - HN Gửi CV: hr@litcommerce.com",,,1,1,LitCommerce cần tuyển 5 Fresher Python Developer fulltime - KHÔNG YC KINH NGHIỆM - ĐÀO TẠO TỪ ĐẦU,11,https://www.facebook.com/groups/174764463261090/posts/1307626839974841/?__cft__[0]=AZW3_fswj3ncjjBY2ZebRAkBuvvl5rK-4FYrg7pK5xtItYK2WLbO1idpB2Q2yV2x4H7IGYCyht_1VmeGzLDa2banjiAc85ne1NXOmgveyIMBAmVGi-hzBuLZiHtKKdOevWE35QUwsIkaH7Je6sa29vGD&__tn__=%2CO%2CP-R,Diệp Nguyễn,2325
