id_comment,id_post,post_date,sentiment,content,id_status
1,1,30-9-2022 09:25,,cho em xin JD Frontend HCM với ạ.,2
2,1,5-10-2022 11:36,,Cho em xin jd .net hcm với ạ,4
3,1,,,Em xin jd .net hcm ạ,5
4,1,4-10-2022 10:52,,Em xin job computer vison,7
5,1,5-10-2022 16:42,,Em xin hd front-end hcm với ạ,9
6,1,,,Em xin jd manual test hà nội ạ,10
7,1,,,Cho e xin jd Front end ạ,11
8,1,3-10-2022 10:54,,Em xin jd front-end với ạ,13
9,1,6-10-2022 14:18,,Em xin job tester với ạ,15
10,1,,,Cho em xin jd .net hcm với ạ,16
11,1,28-9-2022 13:52,,chị cho em xin js frontend hcm với ạ,18
12,1,30-9-2022 20:58,,cho em xin jd java HCM ạ,22
13,1,,,cho em xin JD manual test HCM với ạ,23
14,1,27-9-2022 00:45,,Em xin JD Manual Tester ạ,25
15,1,4-10-2022 10:05,,Em xin jd Flutter ạ,27
16,1,28-9-2022 08:16,,mình xin job nodejs với ạ,29
17,1,27-9-2022 14:18,,Cho em xin jd php hcm,31
18,1,29-9-2022 16:48,,em xjn jd manual tester ạ,33
19,1,26-9-2022 23:51,,em xin job lập trình C# hà nội ạ,35
20,1,28-9-2022 18:45,,Em xin jd DE hà nội,38
21,1,,,cho em xin jd frontend hn với ạ,39
22,1,4-10-2022 15:21,,Em xin jd php hn ạ,43
23,1,,,Em xin jd java ạ,44
24,1,,,"Tuyển dụng Học viên khóa K1 ĐÀO TẠO LOW CODE MIỄN PHÍ
- Thời gian bắt đầu: từ ngày 09/10-03/11
- Lịch học:… Xem thêm",45
25,1,,,em xin jd fresher java ĐN với ạ,46
26,1,7-10-2022 21:18,,Cho em xin jd AICV Hà Nội với ạ,48
27,1,,,cho e hỏi có react native k ạ,49
28,1,30-9-2022 16:05,,cho em xin JD Frontend HCM với ạ.,51
29,1,3-10-2022 11:03,,Em xin jd frontend Hà Nội ạ,53
30,1,28-9-2022 19:36,,cho e xin job AI/NLP với ạ,55
31,1,27-9-2022 15:17,,Em xin jd front end hp ạ,57
32,1,27-9-2022 09:38,,em xin jd AI hcm ạ,59
33,1,30-9-2022 09:01,,cho e xin jd Ai HN với ạ,61
34,1,30-9-2022 18:10,,Cho em xin jd tester HN với ạ,63
35,1,28-9-2022 11:41,,Em xin jd frontend với ạ,65
36,1,6-10-2022 21:02,,Cho e xin jd de hn với ạ,67
37,1,,,Em xin jd java hcm ạ,68
38,1,4-10-2022 11:37,,Cho e xin jd AI Hà nội với ạ,70
39,1,27-9-2022 07:17,,"E xin jd c#, nodejs hà nội ạ",74
40,1,30-9-2022 16:25,,e xin jd PHP Hà Nội với ạ,76
41,1,27-9-2022 13:31,,em xin jd tts android hn ạ,78
42,1,28-9-2022 14:50,,Em xin jd flutter tphcm ạ,80
43,1,30-9-2022 07:21,,Em xin jd iOS với ạ,82
44,1,4-10-2022 15:33,,"Tham Gia Khóa 𝓜𝓲𝓮̂̃𝓷 𝓟𝓱𝓲́ LOW CODE
Cơ hội dành thêm học bổng trị giá 3 triệu đồng.
Thưởng thành tích chuyên cần 500k/học viên khi hoàn thành khóa học.
Khai giảng… Xem thêm",84
45,1,,,Em xin jd php ạ,85
46,1,29-9-2022 04:55,,Cho em xin job an toàn thông tin ở HCM ạ,87
47,1,27-9-2022 13:45,,e xin jd Nodejs ạ,89
48,1,,,Em xin JD tester với ạ,90
49,1,27-9-2022 20:24,,"em xin jd python , java , nodejs ạ",92
50,1,26-9-2022 22:38,,Em xin jd java hcm,94
51,1,29-9-2022 12:18,,Cho e xin thông tin job android DN,96
52,1,6-10-2022 12:47,,e xin jd DE với ạ,98
53,1,,,Em xin JD Frontend HCM ạ,99
54,1,26-9-2022 23:09,,Em xin jd DE Hà Nội,101
55,1,29-9-2022 13:12,,em xin jd DE và attt ạ,103
56,1,27-9-2022 11:41,,Em xin jd frontend ạ,105
57,1,28-9-2022 02:06,,cho em xin jd ATTT ạ,107
58,1,27-9-2022 08:00,,em xin jd java hcm ạ,109
59,1,26-9-2022 23:18,,Em xin JD Frontend HCM ạ,111
60,1,28-9-2022 12:33,,e xin jd Java ạ,113
61,1,27-9-2022 05:18,,Xin JD ạ,115
62,1,26-9-2022 23:17,,rep ib mình với ạ,117
63,1,,,em xin jd flutter hn với ạ,118
64,1,27-9-2022 00:42,,Em xin jd frontend ạ,120
65,1,27-9-2022 10:14,,Em xin jd ạ,122
66,1,6-10-2022 01:10,,Cho em xin JD An toàn thông tin (Hà Nội) với ạ,124
67,1,,,e xin jd frontend với ạ,125
68,1,26-9-2022 23:00,,xin jd python,127
69,1,,,tester,129
70,1,26-9-2022 23:48,,Xin jd java HCM ạ,131
71,1,4-10-2022 12:02,,cho em xin JD Frontend Hà Nội với ạ.,133
72,1,,,Trần Dương nè,134
73,1,,,chị cho em xin JD fresher Data Engineer với ạ Tờ Jan,135
74,1,,,em xin JD AI vs ạ,136
75,1,9-10-2022 21:02,,Cho em xin jd fresher .Net với ạ,139
76,1,,,Em xin jd frontend HCM ạ,140
77,1,10-10-2022 15:13,,[HN] Tuyển dụng IOS từ 2 năm KN sử dụng ngôn ngữ Swift. Offer 15-25M + thưởng + lương T13 + trợ cấp 100k/ngày. Ib nhận JD!,142
78,1,5-10-2022 16:29,,"[HN] Tuyển dụng Java Developer từ 1 năm KN framework Spring Boot, Java core.
Offer up to 2000$ + thưởng + PC/Macbook. Anh chị quan tâm ib em nhận JD chi tiết ạ!",143
79,1,3-10-2022 16:15,,"[Nam Từ Liêm] Cần tuyển gấp Fresher NodeJS, Android từ 6 tháng KN. Offer: 10-15M + thưởng + benefits. Tổng thu nhập đến 14 tháng lương. IB nhận JD",144
80,1,3-10-2022 16:09,,"[Nam Từ Liêm] Cần tuyển gấp Fresher NodeJS, Android từ 6 tháng KN. Offer: 10-15M + thưởng + benefits. Tổng thu nhập đến 14 tháng lương. IB nhận JD",145
81,1,,,Em xin jd front end HCM ạ,146
82,1,28-9-2022 01:12,,em xin jd .net với ạ,148
83,1,30-9-2022 12:56,,.,150
84,1,30-9-2022 19:58,,Bắt buộc là đúng ngành ạ,154
1,2,26-9-2022 22:28,,. Mình xin jd với,159
2,2,,,Qt ạ,160
3,2,,,cho em xin jd với ạ,161
4,2,,,Em xin jd với ạ,162
5,2,,,Cho em xin jd với ạ,163
6,2,26-9-2022 21:36,,Cho mình xin jd với ạ,165
7,2,,,em xin jd ạ,166
8,2,,,Em xin JD Fresher Java với ạ,167
9,2,26-9-2022 15:03,,Các bạn quan tâm cmt/ ib mình để nhận JD chi tiết và được hỗ trợ nhé ạ,168
10,2,,,Em xin jd với,169
11,2,,,chị check ib giúp em ạ,170
12,2,,,Em xin jd ạ,171
13,2,29-9-2022 22:38,,E xin jd với ạ,173
14,2,,,cho em xin jd,174
15,2,,,mình xin jd với,175
16,2,,,E xin jd ạ,176
17,2,26-9-2022 15:04,,Em xin jd,178
18,2,27-9-2022 00:55,,hiện tại học fresher java là học online hay offline vậy ạ ?,180
19,2,,,. Ạ,181
20,2,26-9-2022 16:57,,cho em xin jd,183
21,2,3-10-2022 16:10,,"[Nam Từ Liêm] Cần tuyển gấp Fresher NodeJS, Android từ 6 tháng KN. Offer: 10-15M + thưởng + benefits. Tổng thu nhập đến 14 tháng lương. IB nhận JD",185
1,3,4-10-2022 22:31,,Em xin jd mobile android,187
2,3,4-10-2022 17:16,,cho em xin jd voi,190
3,3,4-10-2022 17:17,,có khu vực HCM ko ạ,194
4,3,5-10-2022 01:14,,cho mình xin jd iOS ạ,197
5,3,5-10-2022 11:31,,e xin jd mobile ạ,200
6,3,4-10-2022 16:28,,E xin jd ạ,202
7,3,5-10-2022 12:38,,em xin jd Fresher Java ạ,204
8,3,5-10-2022 08:22,,cho em xin jd khu vực đà nẵng vớ,206
9,3,5-10-2022 07:27,,b cho mình xin jd fresher android với,208
10,3,4-10-2022 20:57,,em xin job mobile android nhé,210
11,3,4-10-2022 23:27,,cho em xin jd android voi a,212
12,3,6-10-2022 00:47,,Mình xin JD với ạ,214
13,3,5-10-2022 14:14,,E xin jd react native ạ,216
14,3,6-10-2022 18:37,,E xin jd fresher android với ạ,218
15,3,5-10-2022 09:29,,E xin jd react native ạ,220
16,3,4-10-2022 18:46,,cho em xin jd ạ,222
17,3,4-10-2022 23:01,,e xin jd android,224
18,3,4-10-2022 21:45,,em xin job mobile android,226
19,3,4-10-2022 16:49,,Em xin jd mobile android với ạ,228
20,3,4-10-2022 18:31,,Em xin jd ạ,230
21,3,,,Bạn check inb vs ạ,231
22,3,,,mình xin jd mobile android với ạ,232
23,3,5-10-2022 01:27,,.,234
24,3,4-10-2022 19:40,,.,236
25,3,4-10-2022 23:55,,.,238
1,4,12-10-2022 16:12,,chấm,241
2,4,,,seeding cho nè,242
3,4,,,Em xin jd ạ,243
4,4,,,chấm,244
5,4,,,Thắng Lê Văn lương cao thế nhỉ,245
1,5,24-7-2022 09:06,,Nay kiêm luôn hr rồi hả,250
2,5,24-7-2022 09:44,,Ib iem chị nhé,254
3,5,24-7-2022 09:45,,Mỵ Em kìa b,258
4,5,17-8-2022 13:16,,còn tuyển Fresher Nodejs Tp HCM ko ạ,262
5,5,,,Chị ơi em xin jd fresher tester với ạ,263
6,5,,,Cho em xin jd .net ở hcm với ạ,264
7,5,24-7-2022 15:13,,"Cho e xin JD fresher ReactJS, NodeJS ở HCM ạ.",266
8,5,,,Em xin JD fresher ReactJS NodeJS ở HCM ạ,267
9,5,23-7-2022 23:36,,"SALEWORK tuyển dụng FULLSTACK DEV
Quyền lợi:
• Lương cứng 20 – 35 triệu /tháng. Thưởng hiệu quả công việc theo tháng. Xét tăng 2 lần/ năm.… Xem thêm",268
10,5,,,cho mình xin jd fresher c/c++ vs nhé,269
11,5,24-7-2022 00:52,,Em xin JD Fresher ReactJs ở TP HCM với ạ,271
12,5,24-7-2022 22:12,,Cho em xin jd fresher python ở Hà Nội với ạ,273
13,5,,,Cho mình xin jd fresher reactjs hcm vs ạ.....,274
14,5,8-8-2022 13:29,,Còn tuyển không ạ,276
15,5,24-7-2022 06:58,,Em xin jd reactJs hcm ạ,278
16,5,28-7-2022 13:10,,Em xin jd .Net ở HCM ạ,280
17,5,23-7-2022 23:42,,cho e hỏi Fresher ReactJS có ở HCM k ạ,282
18,5,,,Cho em xin jd fresher java ở HCM ạ,284
19,5,24-7-2022 09:05,,Em xin job react ở hcm với ạ,286
20,5,,,Dạ em xin jd nodejs Hcm ạ,287
21,5,24-7-2022 12:54,,Cho em xin JD ReactJS ở Hà Nội với ạ,289
22,5,,,"Cho em xin jd với ạ, em ở hà nội",291
23,5,,,Em xin jd tester ạ,293
24,5,26-7-2022 12:01,,cho em xin Fresher C/embedded ạ,295
25,5,,,Cho em xin jd tester fresher ở HN với ạ!,297
26,5,24-7-2022 01:30,,Cho em xin jd react TPHCM với ạ,299
27,5,25-7-2022 15:22,,Mình ứng tuyển thực tập tester với ạ,301
28,5,,,Em xin jd ạ,303
29,5,,,E xin jd fresher reactjs ạ,305
30,5,24-7-2022 11:39,,Em xin jd tester ạ,307
31,5,,,Em xin java fresher ở HCM với ạ,308
32,5,28-7-2022 16:23,,Cho em xin thông tin với ạ,311
33,5,27-7-2022 01:36,,em xin fresher C++ với ạ,313
34,5,,,Cho mình xin jd với,315
35,5,,,cho e hỏi Fresher ReactJS có ở HCM k ạ,316
36,5,25-7-2022 05:15,,Xin jobs ạ,318
37,5,24-7-2022 18:07,,xin jd fresher ở hcm,320
38,5,,,Cho em xin jd fresher nodejs với ạ,321
39,5,25-7-2022 05:15,,Em xin jobs ạ,323
40,5,24-7-2022 08:34,,c ơi e xin jd fresher tester ạ,325
41,5,,,e xin jd với ạ,329
42,5,,,Em xin jd fresher reactjs ạ,330
43,5,,,Em xin jd ở HN ạ,331
44,5,24-7-2022 05:38,,e xin jd reactjs hcm ạ,333
45,5,24-7-2022 11:07,,có part time ko ạ,335
46,5,24-7-2022 08:39,,E xin jd java ạ,338
47,5,27-7-2022 01:18,,"Cho mình xin jd ReactJS, Nodejs ở HN",341
48,5,24-7-2022 07:40,,Em xin jd java với ạ,343
49,5,24-7-2022 09:45,,em xin jd java ạ,345
1,7,4-9-2022 15:49,,em xin jd intern với ạ,353
2,7,4-9-2022 23:50,,mình xin job intern và fresher ạ,355
3,7,,,Cho em xin jd fresher ạ,356
4,7,4-9-2022 15:43,,Mình xin JD fresher back end với ạ,358
5,7,,,cho em xin jd intern với ạ,359
6,7,,,Cho em xin JD intern với ạ,360
7,7,,,Em xin jd fresher flutter với ạ,361
8,7,12-9-2022 20:29,,Em xin jd fresher với ạ,363
9,7,,,cho em xin jd intern với ạ,364
10,7,,,Cho em xin JD fresher với ạ,365
11,7,,,Có tuyển FE intern k ạ,366
12,7,,,e xin jd fresher với ạ,367
13,7,,,Cho em xin job fresher flutter ạ. Em cảm ơn ạ!,368
14,7,,,cho em xin jd flutter với ạ,369
15,7,4-9-2022 22:46,,Xin jd intern ạ,371
16,7,5-9-2022 18:46,,Cho em xin jd intern front-end ạ,373
17,7,,,Em xin job fresher với ạ,374
18,7,,,em xin jd intern với ạ,375
19,7,5-9-2022 14:21,,"Bên mình vẫn tuyển TTS và NV chính thức về Game Unity nha
up to 2500$. HN",376
20,7,,,Cho em xin JD intern với ạ,377
21,7,5-9-2022 12:55,,En xin JD Flutter ạ,379
22,7,8-9-2022 14:17,,cho em xin jd với ạ,381
23,7,4-9-2022 16:53,,Cho em hỏi bên mình tuyển về mảng mobie hay web vậy ạ em có biết javascript,382
24,7,4-9-2022 16:11,,"em xin JD ạ, em cảm ơn",384
25,7,5-9-2022 12:17,,Cho em xin jd với ạ,387
26,7,4-9-2022 17:44,,Dạ chị cho em xin JD intern ạ,389
27,7,,,Cho em xin jd với ạ,390
28,7,4-9-2022 16:22,,Em xin JD cho intern ạ,392
29,7,,,cho em xin jd intern với ạ,393
30,7,,,Có tuyển backend không ạ,394
31,7,5-9-2022 14:35,,em xin jd flutter với ạ,398
32,7,,,em xin JD intern ạ,399
33,7,,,Cho em xin jd intern ạ,400
34,7,5-9-2022 20:50,,Cho em xin jd intern ạ,402
35,7,,,Cho em xin jd với ạ,403
36,7,,,Em xin jd ạ,404
37,7,4-9-2022 18:45,,Em xin jd fresher ạ,406
38,7,,,cho em xin JD intern ạ,407
39,7,4-9-2022 17:01,,Em xin jd fresher với ạ,409
40,7,,,Có tuyển FE reactjs không ạ,410
41,7,,,em xin jd intern ạ,411
42,7,,,Em xin jd intern ạ,412
43,7,,,Cho em xin jd ạ,413
44,7,4-9-2022 15:55,,Cho e xi jd ạ,415
45,7,4-9-2022 18:20,,Cho em xin jd Frontend ạ,417
46,7,,,Cho em xin jd fresher,418
47,7,,,Em xin jd ạ,419
48,7,,,E xin jd intern flutter ạ,420
49,7,,,Em xin jd fresher ạ,421
50,7,,,Cho em xin jd intern với ạ,422
51,7,,,Cho em xin jd php fresher với ạ,423
52,7,,,Xin job,424
53,7,,,còn tuyển intern java k,425
54,7,,,Em xin jd intern flutter ạ,426
55,7,,,Em xin id intern với ạ,427
56,7,,,Min xin job fresher,428
57,7,6-9-2022 23:03,,"𝑮𝒓𝒐𝒖𝒑 𝒄𝒉𝒊𝒂 𝒔𝒆̉ 𝒌𝒊𝒏𝒉 𝒏𝒈𝒉𝒊𝒆̣̂𝒎 𝒉𝒐̣𝒄 𝑰𝑻 – 𝑻𝒂̀𝒊 𝒍𝒊𝒆̣̂𝒖 𝒉𝒐̣𝒄 𝒕𝒂̣̂𝒑 𝑰 – 𝑪𝒉𝒊𝒂 𝒔𝒆̉ 𝑱𝒐𝒃𝒔 𝑰𝑻 𝒄𝒉𝒐 𝑨𝑬
https://www.facebook.com/groups/808459113862196",429
58,7,,,em xin jd intern với ạ,430
59,7,3-10-2022 16:11,,"[Nam Từ Liêm] Cần tuyển gấp Fresher NodeJS, Android từ 6 tháng KN. Offer: 10-15M + thưởng + benefits. Tổng thu nhập đến 14 tháng lương. IB nhận JD",431
60,7,,,Dạ cho em xin jd với ạ,432
61,7,,,"Da em chao anh a, cho em xin JD voi a",433
62,7,4-9-2022 15:46,,cho em xin jd front-end với ạ,435
63,7,,,cho em xin jd intern java với ạ,436
64,7,4-9-2022 15:50,,cho em xin Jd Fresher front end với a,438
65,7,,,xin jd fresher ạ,439
66,7,,,cho em xin jd java intern ạ,440
67,7,,,xin jd backend ạ,441
68,7,4-9-2022 16:48,,cho em xin jd java với ạ,443
69,7,4-9-2022 16:10,,Mình xin jd,445
70,7,4-9-2022 15:12,,Có JD Fresher hong ạ? Cho em xin JD với ạ!,447
1,8,27-9-2022 19:18,,xin jd FE ạ,450
2,8,26-9-2022 16:22,,em xin jd fe ạ,452
3,8,26-9-2022 11:01,,em xin jd front end ạ,454
4,8,28-9-2022 13:52,,Xin jd fond end ạ,456
5,8,26-9-2022 00:07,,e xin jd java,458
6,8,,,E xin jd java ạ,459
7,8,,,em xin jd nodejs với ạ,460
8,8,,,e xin jd java,461
9,8,,,Em xin fe ạ,462
10,8,26-9-2022 10:35,,em xin front end ạ,464
11,8,,,em xin jd FE ạ,465
12,8,,,E xin jd ạ,466
13,8,26-9-2022 19:39,,Em xin jd ạ,469
14,8,,,Em xin jd frontend ạ,470
15,8,,,Em xin jd frontend ạ,471
16,8,24-9-2022 12:54,,"[THANH TRÌ,HN] FOFF TUYỂN C++ DEV
Yêu cầu kinh nghiệm từ 2-3 năm, có kiến thức phát triển Unreal là 1 lợi thế.
Thời gian làm việc: Từ 8h-17h30, T2 đến T7… Xem thêm",472
17,8,27-9-2022 16:45,,"HOT JOB THÁNG 09
/-heart Tuyển gấp lập trình JavaScript/TypeScript
/-ok Lương up theo năng lực
… Xem thêm",473
18,8,,,em xin jd java ạ,474
19,8,3-10-2022 16:11,,"[Nam Từ Liêm] Cần tuyển gấp Fresher NodeJS, Android từ 6 tháng KN. Offer: 10-15M + thưởng + benefits. Tổng thu nhập đến 14 tháng lương. IB nhận JD",475
20,8,,,E xin jd fe ạ,476
1,9,22-9-2022 08:17,,e xin jd java,478
2,9,23-9-2022 07:18,,Xin jd intern ạ,480
3,9,24-9-2022 20:27,,em xin jd với ạ,483
4,9,22-9-2022 15:29,,e xin jd nodejs ạ,486
5,9,21-9-2022 20:31,,Em xin jd fresher fe ạ,488
6,9,22-9-2022 14:50,,xin jd fresher nodejs ạ,490
7,9,21-9-2022 19:27,,e xin job nodejs ạ,492
8,9,22-9-2022 18:40,,Em xin front end ạ,494
9,9,21-9-2022 22:45,,em xin jd frontend ạ,496
10,9,22-9-2022 11:42,,E xin jd frontend ạ,498
11,9,21-9-2022 18:36,,E xin jd tts fe ạ,500
12,9,21-9-2022 22:19,,em xin job FrontEnd ạ,503
13,9,22-9-2022 11:17,,Em xin jd fresher java,505
14,9,21-9-2022 23:51,,Em xin jd frontend ạ,507
15,9,22-9-2022 10:25,,em xin jd java ạ,509
16,9,23-9-2022 10:55,,E xin jd frontend ạ,511
17,9,22-9-2022 16:19,,em xin JD java với ạ.,513
18,9,21-9-2022 18:01,,Cho em xin job intern Front End với ạ,515
19,9,22-9-2022 16:15,,e xin jd tts fe ạ,517
20,9,21-9-2022 17:13,,Em xin jd Fresher FE ạ,519
21,9,21-9-2022 17:26,,ib ạ,521
22,9,,,em xin jd fresher java ạ,522
23,9,,,em xin jd nodejs với ạ,523
24,9,,,Em xin jd fresher fe ạ,524
25,9,,,em xin jd với ạ,525
26,9,,,E Xin jd node js ạ,526
27,9,,,Em xin jd fresher java an,527
28,9,,,e xin jd nodejs ạ,528
29,9,24-9-2022 23:57,,e xin jd Fresher FE ạ,531
30,9,22-9-2022 13:03,,e xin jd fe vs ah,533
31,9,3-10-2022 17:12,,chấm,535
32,9,,,.,536
33,9,,,e xin jd front-end ạ,537
34,9,3-10-2022 16:11,,"[Nam Từ Liêm] Cần tuyển gấp Fresher NodeJS, Android từ 6 tháng KN. Offer: 10-15M + thưởng + benefits. Tổng thu nhập đến 14 tháng lương. IB nhận JD",542
35,9,,,.,543
1,10,6-10-2022 18:21,,Em xin jd ạ,545
2,10,6-10-2022 11:21,,Mình xin jd ạ,548
3,10,,,e xin jd ạ,549
4,10,,,em xin jd ạ,550
5,10,7-10-2022 17:03,,E xin jd ạ,552
6,10,,,.,553
1,11,8-10-2022 13:13,,Hóng,555
2,11,6-10-2022 14:04,,E xin jd ạ,558
3,11,6-10-2022 12:07,,E xin jd ạ,560
4,11,5-10-2022 22:41,,Em xin jd vs ạ,562
5,11,6-10-2022 09:37,,"Tham Gia Khóa 𝓜𝓲𝓮̂̃𝓷 𝓟𝓱𝓲́ LOW CODE
Cơ hội dành thêm học bổng trị giá 3 triệu đồng.
Thưởng thành tích chuyên cần 500k/học viên khi hoàn thành khóa học.
Khai giảng… Xem thêm",564
6,11,,,mentor hướng dẫn trong quá trình đào tạo,565
7,11,,,e xin jd ạ,566
8,11,5-10-2022 22:49,,Cho e xin jd a,568
9,11,6-10-2022 09:35,,Em xin jd vs ạ,570
10,11,8-10-2022 22:06,,Link JD và ứng tuyển https://mily.vn/UCjhHPr,572
11,11,,,Em xin jd với ạ,573
12,11,8-10-2022 16:55,,Link JD và ứng tuyển: https://mily.vn/UCjhHPr,575
13,11,,,Em xin jd ạ,576
14,11,6-10-2022 00:41,,Em xin jd ạ,578
15,11,5-10-2022 23:46,,Xin jd ạ,580
16,11,11-10-2022 21:30,,link JD và ứng tuyển://mily.vn/U7KN9md,582
17,11,5-10-2022 22:21,,Link JD và ứng tuyển: https://mily.vn/UCjhHPr,583
1,12,30-7-2022 13:38,,E xin job fresher java ạ,588
2,12,,,Em xin jd intern ios ạ,589
3,12,,,cho em xin jd fresher java,590
4,12,,,Cho em xin jd .Net với ạ,591
5,12,,,"Cho em xin jod C#,.Net với ạ",592
6,12,,,"em xin jd c#,.net ạ",593
7,12,,,Em xin jd c# với ạ,594
8,12,31-7-2022 10:12,,E xin jd php voi ạ,596
9,12,,,Em xin jd vs ạ,597
10,12,,,em xin jd reactjs ạ,598
11,12,,,e xin jd reactjs ạ,599
12,12,30-7-2022 12:01,,em xin jd java với ạ,601
13,12,30-7-2022 07:33,,Cho mình xin jd ReactJS với ạ,603
14,12,29-7-2022 23:55,,e xin JD fresher PHP ạ,605
15,12,30-7-2022 01:21,,Em xin jd fresher php,607
16,12,30-7-2022 06:09,,E xin jd fresher php ạ,609
17,12,31-7-2022 10:41,,Em xin jd reactjs ạ,611
18,12,,,Chị cho em xin jd java với ạ,612
19,12,,,e xin jd Fresher php và java ạ,613
20,12,,,cho mình xin thêm thông tin jd reactjs với a,614
21,12,31-7-2022 13:27,,"PT.Trang + 31/7
CÔNG VIỆC LÂU DÀI_ỔN ĐỊNH
THU NHẬP 300K - 500K
AN TOÀN VÀ BẢO MẬT
KIẾM TIỀN NGAY TẠI NHÀ
CƠ HỘI THÊM THU NHẬP CHO NGƯỜI BIẾT NẮM BẮT !!
Đảm bảo an toàn uy tín 100%
Link telegram.: https://t.me/+MSkH8gxxeFczYzE1",616
1,13,17-7-2022 10:43,,cho em xin jd với ạ,618
2,13,17-7-2022 14:03,,Em xin jd với ạ,620
3,13,17-7-2022 11:18,,e xin jd với ạ,622
4,13,17-7-2022 12:46,,em xin jd với ạ,624
5,13,17-7-2022 12:15,,Em xin jd với ạ,626
6,13,29-7-2022 16:37,,Cho em xin JD ạ,628
7,13,,,cho em xin jd ạ,629
8,13,,,Em xin jd với ạ,630
9,13,,,em xin jd,631
10,13,18-7-2022 05:50,,Em xin jd với ạ,633
11,13,19-7-2022 08:19,,Em xin jd với ạ,635
12,13,,,E xin jd ạ,636
13,13,,,xin jd ạ,637
14,13,,,cho em xin jd với ạ,638
15,13,,,Em xin JD với ạ,639
16,13,,,Em xin jd với ạ,640
17,13,17-7-2022 09:17,,cho em xin jd,642
18,13,,,Cho em xin jd vs nhen a,643
19,13,17-7-2022 11:50,,Em xin jd vs ạ,645
20,13,17-7-2022 21:44,,Em xin jd với ạ,647
21,13,18-7-2022 00:44,,Em xin jd với ạ,649
22,13,17-7-2022 11:13,,Em xin jd ạ,651
23,13,17-7-2022 16:42,,Cho em xin jd với ạ,653
24,13,21-7-2022 00:08,,cho em xin jd với ạ,655
25,13,,,Xin jd ạ,656
26,13,,,Em xin jd với ạ,657
27,13,19-7-2022 00:44,,cho em xin jd với ạ,660
28,13,,,E xin jd với ạ,661
29,13,,,E xin jd vs ạ,662
30,13,18-7-2022 10:28,,Em xin jd intern với ạ,664
31,13,,,Cho e xin jd ạ,665
32,13,21-7-2022 11:04,,E xin jd với ạ,667
33,13,,,Cho em xin jd với ạ,668
34,13,19-7-2022 19:06,,Cho em xin JD ạ,670
35,13,,,em xin jd,671
36,13,17-7-2022 13:41,,cho em xin jd voi a,673
37,13,17-7-2022 14:25,,Cho Em xin JD ạ,675
38,13,17-7-2022 16:43,,cho em xin jd vơi ạ,677
39,13,20-7-2022 21:19,,cho em xin jd ạ,679
40,13,,,Cho em xin jd nha,680
41,13,17-7-2022 13:12,,em xin jd,682
42,13,18-7-2022 13:57,,Cho em xin jd với ạ,684
43,13,,,cho e xin jd với ạ,685
44,13,17-7-2022 11:04,,Xin jd vs ạ,687
45,13,17-7-2022 19:42,,Em xin jd ạ,689
46,13,20-7-2022 08:26,,Cho xin jd ạ,692
47,13,,,Cho em xin JD ạ,693
48,13,,,cho em xin jd ạ,694
49,13,,,em xin jb ạ,695
50,13,18-7-2022 09:51,,Cho em xin thông tin ạ,697
51,13,,,Cho em xin jd,698
52,13,18-7-2022 12:07,,em xin jd ạ,700
53,13,,,Em xin jd,701
54,13,,,xin jd vs ạ,702
55,13,18-7-2022 12:57,,cho em xin jd ạ,704
56,13,,,Xin jd ạ,705
57,13,,,cho em xin jd với ạ,706
58,13,,,Em xin jd với ạ,707
59,13,,,em xin jd ạ,708
60,13,17-7-2022 23:19,,Cho e xin JD với ạ,710
61,13,3-10-2022 16:11,,"[Nam Từ Liêm] Cần tuyển gấp Fresher NodeJS, Android từ 6 tháng KN. Offer: 10-15M + thưởng + benefits. Tổng thu nhập đến 14 tháng lương. IB nhận JD",711
62,13,,,"[HCM - Online] MindX tuyển dụng Giảng viên/ Trợ giảng Lập trình
Đãi ngộ lên đến 300k/ buổi/ 2 tiếng
Inb hoặc cmt để nhận JD",712
63,13,,,Xin jd ạ,713
64,13,17-7-2022 16:55,,em xin jd ạ,715
65,13,,,Cho e xin jd vs ạ,716
66,13,,,Cho e xin jd vs ạ,717
67,13,17-7-2022 12:41,,Xin jd,719
1,14,21-7-2022 21:53,,Em xin job parttime .net ạ,722
2,14,22-7-2022 10:30,,Em xin job fresher tester với ạ,724
3,14,31-7-2022 11:05,,em xin job fresher tester với ạ,726
4,14,21-7-2022 22:08,,Em xin job lập trình website ạ,728
5,14,2-8-2022 11:03,,cho e xin JD về data với ạ,730
6,14,23-7-2022 11:08,,"SALEWORK tuyển dụng FULLSTACK DEV
Quyền lợi:
• Lương cứng 20 – 35 triệu /tháng. Thưởng hiệu quả công việc theo tháng. Xét tăng 2 lần/ năm.… Xem thêm",732
7,14,,,em xin job tester ạ,733
8,14,23-7-2022 11:36,,Em xin JD Manual Tester với ạ,735
9,14,21-7-2022 23:03,,Em xin jd lập trình web ạ,738
10,14,22-7-2022 23:49,,Em xin job tester ạ,740
11,14,30-7-2022 12:48,,cho em xin job .net với ạ,742
12,14,,,Em xin jd Fresher tester ạ,743
13,14,21-7-2022 19:21,,Em xin jd python với ạ,745
14,14,21-7-2022 19:59,,Em xin jd tester ạ,747
15,14,21-7-2022 19:12,,Xin jd tester ạ,749
16,14,21-7-2022 21:57,,em xin jd tester ạ,753
17,14,21-7-2022 23:33,,Em xin jd front-end ạ,755
